htv_deviceinfo_dm.deviceid	htv_deviceinfo_dm.model	htv_deviceinfo_dm.manufacturer	htv_deviceinfo_dm.cp_name
005801FF0001005005D300692D37D905	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D907	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D908	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D90A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D90E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D910	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D914	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D918	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D91C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D91D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D91E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D920	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D923	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D926	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D929	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D92B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D92D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D932	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D934	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D935	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D938	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D939	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D93C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D93F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D941	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D944	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D946	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D948	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D949	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D94B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D94C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D94E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D94F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D951	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D952	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D953	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D954	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D95A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D95C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D962	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D969	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D96A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D96C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D96E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D970	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D971	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D972	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D976	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D977	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D979	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D97C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D97F	CM211-2_IPTV_GS	NULL	3
005801FF0001005005D300692D37D980	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D982	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D985	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D986	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D98C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D992	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D996	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D99B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D99D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D99F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9A0	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9A1	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9A4	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9A6	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9A7	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9A8	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9AB	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9AC	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9AD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9AE	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9B2	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9B3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9B4	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9B7	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9BD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9C0	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9CA	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9CB	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9CE	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9D0	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9D1	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9D8	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9D9	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9DC	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9DF	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9E3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9E4	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9E9	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9EB	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9EC	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9ED	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9EE	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9F7	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9FA	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9FB	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D9FE	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA00	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA02	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA03	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA04	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA05	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA06	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA08	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA0A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA0B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA0F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA13	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA14	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA15	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA17	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA19	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA1B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA1D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA1E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA1F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA24	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA28	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA2A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA2B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA2C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA2D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA2F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA30	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA31	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA32	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA33	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA37	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA3D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA40	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA43	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA47	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA4A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA52	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA54	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA55	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA59	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA5B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA5E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA62	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA64	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA65	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA66	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA69	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA6A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA6B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA6C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA6D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA6E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA6F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA77	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA78	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA7B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA7D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA7E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA80	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA81	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA82	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA83	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA85	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA86	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA88	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA89	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA8A	CM211-2_IPTV_GS	NULL	3
005801FF0001005005D300692D37DA90	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA92	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA93	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA96	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA9B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA9C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA9E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DA9F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAA1	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAA2	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAA3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAA5	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAA7	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAA8	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAAA	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAAD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAB3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAB5	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAB6	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DABA	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DABB	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAC1	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAC3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAC4	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAC5	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAC7	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAC9	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DACB	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DACE	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAD1	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAD2	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAD3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAD5	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DADA	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DADB	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DADD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DADE	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DADF	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAE2	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAE3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAE5	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37DAE8	CM211-2_IPTV_GS	NULL	32
