htv_content_prefer_dm.deviceid	htv_content_prefer_dm.contenttype	htv_content_prefer_dm.hourtype	htv_content_prefer_dm.ranks	htv_content_prefer_dm.date_time
005801FF0001007003B860D21C3E29F0	电影	4	1	20210901
005801FF0001007003B860D21C3E2BB3	电视剧	1	1	20210901
005801FF0001007003B860D21C3E2C9C	少儿	1	1	20210901
005801FF0001007003B860D21C3E2C9C	少儿	3	1	20210901
005801FF0001007003B860D21C3E2CB2	少儿	1	1	20210901
005801FF0001007003B860D21C3E2CB2	电视剧	1	2	20210901
005801FF0001007003B860D21C3E2D2F	电视剧	1	1	20210901
005801FF0001007003B860D21C3E2D2F	电视剧	4	1	20210901
005801FF0001007003B860D21C3E2EB9	电视剧	1	1	20210901
005801FF0001007003B860D21C3E2F83	电影	4	1	20210901
005801FF0001007003B860D21C3E30CF	少儿	3	1	20210901
005801FF0001007003B860D21C3E30CF	少儿	4	1	20210901
005801FF0001007003B860D21C3E3145	少儿	1	1	20210901
005801FF0001007003B860D21C3E3145	电视剧	1	2	20210901
005801FF0001007003B860D21C3E31A2	电视剧	1	1	20210901
005801FF0001007003B860D21C3E31F3	电视剧	1	1	20210901
005801FF0001007003B860D21C3E31F3	电视剧	2	1	20210901
005801FF0001007003B860D21C3E31F3	电视剧	3	1	20210901
005801FF0001007003B860D21C3E31F3	电视剧	4	1	20210901
005801FF0001007003B860D21C3E3230	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3230	少儿	1	2	20210901
005801FF0001007003B860D21C3E3230	电影	1	3	20210901
005801FF0001007003B860D21C3E3230	电影	3	1	20210901
005801FF0001007003B860D21C3E3230	少儿	3	2	20210901
005801FF0001007003B860D21C3E3230	电视剧	3	3	20210901
005801FF0001007003B860D21C3E32E6	少儿	1	1	20210901
005801FF0001007003B860D21C3E3406	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3422	电影	1	1	20210901
005801FF0001007003B860D21C3E3422	电影	3	1	20210901
005801FF0001007003B860D21C3E3542	纪实	4	1	20210901
005801FF0001007003B860D21C3E3542	电影	4	2	20210901
005801FF0001007003B860D21C3E35E8	综艺	1	1	20210901
005801FF0001007003B860D21C3E35E8	游戏	1	2	20210901
005801FF0001007003B860D21C3E35E8	少儿	1	3	20210901
005801FF0001007003B860D21C3E35E8	游戏	3	1	20210901
005801FF0001007003B860D21C3E35E8	少儿	4	1	20210901
005801FF0001007003B860D21C3E35E8	综艺	4	2	20210901
005801FF0001007003B860D21C3E35E8	游戏	4	3	20210901
005801FF0001007003B860D21C3E361F	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3651	电视剧	3	1	20210901
005801FF0001007003B860D21C3E3651	电视剧	4	1	20210901
005801FF0001007003B860D21C3E367C	少儿	2	1	20210901
005801FF0001007003B860D21C3E367C	电影	4	1	20210901
005801FF0001007003B860D21C3E3754	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3754	电视剧	3	1	20210901
005801FF0001007003B860D21C3E3754	电视剧	4	1	20210901
005801FF0001007003B860D21C3E3799	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3837	电视剧	1	1	20210901
005801FF0001007003B860D21C3E38A5	电视剧	4	1	20210901
005801FF0001007003B860D21C3E38AB	电视剧	1	1	20210901
005801FF0001007003B860D21C3E38AB	电视剧	2	1	20210901
005801FF0001007003B860D21C3E3A73	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3A73	电视剧	4	1	20210901
005801FF0001007003B860D21C3E3AA0	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3AA0	电视剧	2	1	20210901
005801FF0001007003B860D21C3E3AA0	电视剧	3	1	20210901
005801FF0001007003B860D21C3E3AC0	少儿	1	1	20210901
005801FF0001007003B860D21C3E3AC0	少儿	4	1	20210901
005801FF0001007003B860D21C3E3ACB	少儿	1	1	20210901
005801FF0001007003B860D21C3E3ACB	电影	1	2	20210901
005801FF0001007003B860D21C3E3ACB	电影	2	1	20210901
005801FF0001007003B860D21C3E3ACB	少儿	2	2	20210901
005801FF0001007003B860D21C3E3ACB	电影	3	1	20210901
005801FF0001007003B860D21C3E3ACB	少儿	3	2	20210901
005801FF0001007003B860D21C3E3ACB	少儿	4	1	20210901
005801FF0001007003B860D21C3E3B36	少儿	1	1	20210901
005801FF0001007003B860D21C3E3B36	少儿	2	1	20210901
005801FF0001007003B860D21C3E3B36	少儿	3	1	20210901
005801FF0001007003B860D21C3E3B8D	电影	1	1	20210901
005801FF0001007003B860D21C3E3B8D	电影	2	1	20210901
005801FF0001007003B860D21C3E3EA5	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3EA5	电视剧	4	1	20210901
005801FF0001007003B860D21C3E3F62	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3FC9	电视剧	4	1	20210901
005801FF0001007003B860D21C3E3FD4	少儿	1	1	20210901
005801FF0001007003B860D21C3E3FD4	少儿	4	1	20210901
005801FF0001007003B860D21C3E3FDA	动漫	1	1	20210901
005801FF0001007003B860D21C3E4087	少儿	1	1	20210901
005801FF0001007003B860D21C3E4087	少儿	3	1	20210901
005801FF0001007003B860D21C3E40DA	电视剧	1	1	20210901
005801FF0001007003B860D21C3E40F4	电视剧	1	1	20210901
005801FF0001007003B860D21C3E40F4	电影	1	2	20210901
005801FF0001007003B860D21C3E40F4	少儿	1	3	20210901
005801FF0001007003B860D21C3E40F4	电影	2	1	20210901
005801FF0001007003B860D21C3E40F4	少儿	3	1	20210901
005801FF0001007003B860D21C3E40F4	电视剧	3	2	20210901
005801FF0001007003B860D21C3E40F4	电影	3	3	20210901
005801FF0001007003B860D21C3E40F4	少儿	4	1	20210901
005801FF0001007005B860D21C3044F9	少儿	3	1	20210901
